RecordId,MAK,PropertyAddress,Suite,City,State,ZipCode,ZipCodePlus4,Latitude,Longitude,FIPSCode,APN,CensusKey,CensusKeyDecennial,CountyLandUseDescription,TotalAssessedValue,AssessmentYear,LotSizeOrArea,LotSizeAreaUnit,SalesPriceFromAssessment,YearBuilt,TotalNumberOfRooms,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths,NumberOfStories,NumberOfBuildings,NumberOfUnits,GarageTypeParking,GarageParkingNumberOfCars,HasDeck,DeckArea,HasGuestHouse,GuestHouseArea,PoolType,PoolArea,AirConditioning,HasFireplace,FireplaceCount,HasBasement,HasElevator,HasSecurityAlarm,HasSprinklers
87,2678058607,11 Legacy Way,,Rancho Santa Margarita,CA,92688,5565,33.590390,-117.626684,06059,780-171-05,060590320653005,060590320653005,"SINGLE FAMILY RESIDENTIAL",482288,2023,5017.0000000,SF,320500,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
88,1783477933,31 Legacy Way,,Rancho Santa Margarita,CA,92688,5565,33.589548,-117.627375,06059,780-171-14,060590320653005,060590320653005,"SINGLE FAMILY RESIDENTIAL",504068,2023,2773.0000000,SF,355000,1997,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
89,4567579556,32 Tradition Ln,,Rancho Santa Margarita,CA,92688,5578,33.588990,-117.626604,06059,780-171-41,060590320653005,060590320653005,"SINGLE FAMILY RESIDENTIAL",764069,2023,4483.0000000,SF,659000,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
90,7739087858,30 Tradition Ln,,Rancho Santa Margarita,CA,92688,5578,33.589081,-117.626532,06059,780-171-42,060590320653005,060590320653005,"SINGLE FAMILY RESIDENTIAL",526142,2023,4513.0000000,SF,360000,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
91,1790216214,55 Legacy Way,,Rancho Santa Margarita,CA,92688,5565,33.588452,-117.628264,06059,780-181-04,060590320653005,060590320653005,"SINGLE FAMILY RESIDENTIAL",754518,2023,2759.0000000,SF,655000,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
92,3854369537,44 Tradition Ln,,Rancho Santa Margarita,CA,92688,5578,33.588458,-117.627116,06059,780-181-23,060590320653005,060590320653005,"SINGLE FAMILY RESIDENTIAL",381443,2023,2780.0000000,SF,251500,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
93,5534808084,42 Tradition Ln,,Rancho Santa Margarita,CA,92688,5578,33.588555,-117.627048,06059,780-181-24,060590320653005,060590320653005,"SINGLE FAMILY RESIDENTIAL",341986,2023,2727.0000000,SF,227000,1998,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
94,2013935653,39 Tradition Ln,,Rancho Santa Margarita,CA,92688,5572,33.588859,-117.627223,06059,780-181-31,060590320653006,060590320653006,"SINGLE FAMILY RESIDENTIAL",336013,2023,2772.0000000,SF,223500,1998,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
95,5004339985,54 Legacy Way,,Rancho Santa Margarita,CA,92688,5566,33.588325,-117.627930,06059,780-181-42,060590320653006,060590320653006,"SINGLE FAMILY RESIDENTIAL",758763,2023,2838.0000000,SF,595000,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
96,5799246438,46 Legacy Way,,Rancho Santa Margarita,CA,92688,5566,33.588698,-117.627639,06059,780-181-46,060590320653006,060590320653006,"SINGLE FAMILY RESIDENTIAL",754518,2023,2772.0000000,SF,639000,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
97,5112757485,7 Rolling Rdg,,Rancho Santa Margarita,CA,92688,8707,33.586198,-117.622922,06059,780-192-02,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",941562,2023,4820.0000000,SF,785000,1999,0,5,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
98,5303209879,5 Lark Dr,,Rancho Santa Margarita,CA,92688,8746,33.586677,-117.622836,06059,780-192-05,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",576137,2023,7015.0000000,SF,390000,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
99,5994973996,28 Spring View Way,,Rancho Santa Margarita,CA,92688,8704,33.585434,-117.621238,06059,780-192-24,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",786525,2023,5163.0000000,SF,565000,1998,0,5,3.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
100,9891286379,30 Rolling Rdg,,Rancho Santa Margarita,CA,92688,8711,33.584895,-117.621963,06059,780-192-59,060590320654008,060590320654008,"SINGLE FAMILY RESIDENTIAL",990460,2023,4912.0000000,SF,805500,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
101,1025284418,29 Rolling Rdg,,Rancho Santa Margarita,CA,92688,8708,33.584803,-117.622486,06059,780-192-62,060590320654012,060590320654012,"SINGLE FAMILY RESIDENTIAL",1029996,2023,7256.0000000,SF,848000,1998,0,6,4.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
102,9146063534,27 Rolling Rdg,,Rancho Santa Margarita,CA,92688,8708,33.584974,-117.622527,06059,780-192-63,060590320654012,060590320654012,"SINGLE FAMILY RESIDENTIAL",554557,2023,4491.0000000,SF,383000,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
103,6445181339,10 Lost Cyn,,Rancho Santa Margarita,CA,92688,8740,33.581750,-117.621910,06059,780-193-15,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",712788,2023,5929.0000000,SF,477500,1999,0,4,3.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
104,3031468157,18 Lost Cyn,,Rancho Santa Margarita,CA,92688,8740,33.581337,-117.621950,06059,780-193-18,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",1121180,2023,7635.0000000,SF,775000,1999,0,4,3.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
105,9565264366,15 Lost Cyn,,Rancho Santa Margarita,CA,92688,8740,33.581613,-117.622573,06059,780-193-21,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",749530,2023,6880.0000000,SF,478000,1999,0,4,3.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
106,8477338189,5 Lost Cyn,,Rancho Santa Margarita,CA,92688,8740,33.582060,-117.622364,06059,780-193-24,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",770077,2023,9818.0000000,SF,496000,1999,0,3,3.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
107,9906487814,44 Shea Rdg,,Rancho Santa Margarita,CA,92688,8700,33.581415,-117.623464,06059,780-193-30,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",1138631,2023,8096.0000000,SF,819000,1999,0,3,3.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
108,2176763566,43 Shea Rdg,,Rancho Santa Margarita,CA,92688,8700,33.581765,-117.624031,06059,780-193-34,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",724890,2023,7480.0000000,SF,483000,1999,0,3,3.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
109,8217442086,41 Shea Rdg,,Rancho Santa Margarita,CA,92688,8700,33.581877,-117.623931,06059,780-193-35,060590320654006,060590320654006,"SINGLE FAMILY RESIDENTIAL",768189,2023,7172.0000000,SF,520000,1998,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
110,4507412803,21 Shea Rdg,,Rancho Santa Margarita,CA,92688,8710,33.583480,-117.622911,06059,780-193-45,060590320654012,060590320654012,"SINGLE FAMILY RESIDENTIAL",793889,2023,4771.0000000,SF,530000,1998,0,4,3.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
111,3201404670,61 Rolling Rdg,,Rancho Santa Margarita,CA,92688,8723,33.582595,-117.622319,06059,780-193-69,060590320654012,060590320654012,"SINGLE FAMILY RESIDENTIAL",921701,2023,9123.0000000,SF,627500,1999,0,3,3.00,1,,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
112,3386420417,45 Rolling Rdg,,Rancho Santa Margarita,CA,92688,8723,33.583640,-117.621706,06059,780-193-77,060590320654012,060590320654012,"SINGLE FAMILY RESIDENTIAL",1135083,2023,5627.0000000,SF,820000,1999,0,4,3.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
113,2483329860,9 Radiance Ln,,Rancho Santa Margarita,CA,92688,8712,33.583915,-117.627261,06059,780-201-05,060590320654010,060590320654010,"SINGLE FAMILY RESIDENTIAL",490170,2023,8468.0000000,SF,308000,1999,0,3,2.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
114,4173502088,11 Radiance Ln,,Rancho Santa Margarita,CA,92688,8712,33.584070,-117.627110,06059,780-201-06,060590320654010,060590320654010,"SINGLE FAMILY RESIDENTIAL",759824,2023,3788.0000000,SF,660000,1998,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
115,9354251317,37 Radiance Ln,,Rancho Santa Margarita,CA,92688,8718,33.584432,-117.625375,06059,780-201-18,060590320654010,060590320654010,"SINGLE FAMILY RESIDENTIAL",421021,2023,3596.0000000,SF,285500,1998,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
116,1157218016,65 Radiance Ln,,Rancho Santa Margarita,CA,92688,8719,33.583210,-117.626098,06059,780-201-32,060590320654010,060590320654010,"SINGLE FAMILY RESIDENTIAL",446768,2023,3403.0000000,SF,296000,1999,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
117,1901952791,83 Radiance Ln,,Rancho Santa Margarita,CA,92688,8719,33.582999,-117.627025,06059,780-201-40,060590320654010,060590320654010,"SINGLE FAMILY RESIDENTIAL",425454,2023,4129.0000000,SF,288000,1999,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
118,8212754033,32 Radiance Ln,,Rancho Santa Margarita,CA,92688,8713,33.584129,-117.625744,06059,780-202-09,060590320654018,060590320654018,"SINGLE FAMILY RESIDENTIAL",506908,2023,3167.0000000,SF,350000,1998,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
119,9393222546,7 Dancing Cloud Ct,,Rancho Santa Margarita,CA,92688,8720,33.583798,-117.626388,06059,780-202-21,060590320654018,060590320654018,"SINGLE FAMILY RESIDENTIAL",652489,2023,3263.0000000,SF,444000,1999,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
120,7764802387,68 Radiance Ln,,Rancho Santa Margarita,CA,92688,8719,33.583370,-117.626502,06059,780-202-25,060590320654018,060590320654018,"SINGLE FAMILY RESIDENTIAL",776102,2023,3941.0000000,SF,735000,1999,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
121,3670657379,4 Radiance Ln,,Rancho Santa Margarita,CA,92688,8713,33.583526,-117.626814,06059,780-202-29,060590320654018,060590320654018,"SINGLE FAMILY RESIDENTIAL",418802,2023,3549.0000000,SF,283500,1999,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
122,9464463757,64 Radiance Ln,,Rancho Santa Margarita,CA,92688,8719,33.583535,-117.626206,06059,780-203-01,060590320654016,060590320654016,"SINGLE FAMILY RESIDENTIAL",605552,2023,3584.0000000,SF,435000,1999,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
123,7277914326,23 Edmonton Way,,Rancho Santa Margarita,CA,92688,8731,33.585739,-117.624484,06059,780-211-09,060590320654010,060590320654010,"SINGLE FAMILY RESIDENTIAL",598592,2023,4153.0000000,SF,430000,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
124,8596058747,2 Balmoral Pl,,Rancho Santa Margarita,CA,92688,8730,33.586023,-117.623500,06059,780-211-16,060590320654010,060590320654010,"SINGLE FAMILY RESIDENTIAL",944683,2023,5718.0000000,SF,745000,1998,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
125,7159367771,6 Chandler Pl,,Rancho Santa Margarita,CA,92688,8734,33.584752,-117.624832,06059,780-211-42,060590320654010,060590320654010,"SINGLE FAMILY RESIDENTIAL",966531,2023,3681.0000000,SF,860000,1998,0,5,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
126,2787390201,11 Chandler Pl,,Rancho Santa Margarita,CA,92688,8735,33.584959,-117.624445,06059,780-212-07,060590320654017,060590320654017,"SINGLE FAMILY RESIDENTIAL",956127,2023,5008.0000000,SF,780000,1999,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
127,7249041968,36 Willowbrook Ln,,Rancho Santa Margarita,CA,92688,5515,33.593725,-117.625565,06059,787-211-22,060590320534005,060590320534005,"SINGLE FAMILY RESIDENTIAL",366797,2023,3266.0000000,SF,239000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
128,7410070061,26 Willowbrook Ln,,Rancho Santa Margarita,CA,92688,5515,33.594321,-117.625317,06059,787-211-27,060590320534005,060590320534005,"SINGLE FAMILY RESIDENTIAL",361926,2023,3266.0000000,SF,245000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
129,7058916600,24 Willowbrook Ln,,Rancho Santa Margarita,CA,92688,5515,33.594441,-117.625271,06059,787-211-28,060590320534005,060590320534005,"SINGLE FAMILY RESIDENTIAL",343550,2023,3266.0000000,SF,228000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
130,3065063989,35 Willowbrook Ln,,Rancho Santa Margarita,CA,92688,5514,33.593887,-117.625823,06059,787-211-35,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",415322,2023,2520.0000000,SF,292500,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
131,6984486722,37 Willowbrook Ln,,Rancho Santa Margarita,CA,92688,5514,33.593770,-117.625867,06059,787-211-36,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",679186,2023,2520.0000000,SF,497000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
132,6707423856,43 Willowbrook Ln,,Rancho Santa Margarita,CA,92688,5514,33.593433,-117.626033,06059,787-211-39,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",293892,2023,2652.0000000,SF,192000,1997,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
133,1274951703,26 Silkwood Ln,,Rancho Santa Margarita,CA,92688,5513,33.593993,-117.626000,06059,787-211-48,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",494184,2023,2520.0000000,SF,355000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
134,3357723029,11 Silkwood Ln,,Rancho Santa Margarita,CA,92688,5512,33.594796,-117.626030,06059,787-261-01,060590320534015,060590320534015,"SINGLE FAMILY RESIDENTIAL",434490,2023,2576.0000000,SF,299500,1995,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
135,5917757152,19 Acorn Rdg,,Rancho Santa Margarita,CA,92688,5508,33.595688,-117.626061,06059,787-261-09,060590320534002,060590320534002,"SINGLE FAMILY RESIDENTIAL",786542,2023,2576.0000000,SF,710000,1995,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
136,3805141899,17 Willowbrook Ln,,Rancho Santa Margarita,CA,92688,5514,33.594951,-117.625396,06059,787-261-28,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",328480,2023,2622.0000000,SF,218000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
137,3251997101,10 Acorn Rdg,,Rancho Santa Margarita,CA,92688,5509,33.595505,-117.625505,06059,787-261-33,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",786542,2023,2500.0000000,SF,644000,1995,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
138,7437773751,4 Silkwood Ln,,Rancho Santa Margarita,CA,92688,5513,33.595203,-117.625564,06059,787-261-35,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",716780,2023,3264.0000000,SF,535000,1995,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
139,4464641408,51 Acorn Rdg,,Rancho Santa Margarita,CA,92688,5508,33.594198,-117.627330,06059,787-281-13,060590320534002,060590320534002,"SINGLE FAMILY RESIDENTIAL",622953,2023,2576.0000000,SF,447500,1997,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
140,9207781042,49 Acorn Rdg,,Rancho Santa Margarita,CA,92688,5508,33.594319,-117.627295,06059,787-281-14,060590320534002,060590320534002,"SINGLE FAMILY RESIDENTIAL",768855,2023,2576.0000000,SF,600000,1997,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
141,1307520271,39 Acorn Rdg,,Rancho Santa Margarita,CA,92688,5508,33.594930,-117.627092,06059,787-281-19,060590320534002,060590320534002,"SINGLE FAMILY RESIDENTIAL",451871,2023,2576.0000000,SF,312000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
142,5211143510,37 Acorn Rdg,,Rancho Santa Margarita,CA,92688,5508,33.595053,-117.627046,06059,787-281-20,060590320534002,060590320534002,"SINGLE FAMILY RESIDENTIAL",401176,2023,2576.0000000,SF,277000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
143,6898604967,36 Acorn Rdg,,Rancho Santa Margarita,CA,92688,5510,33.595044,-117.626730,06059,787-281-32,060590320534004,060590320534004,"SINGLE FAMILY RESIDENTIAL",795906,2023,2852.0000000,SF,645000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
144,9599895170,50 Acorn Rdg,,Rancho Santa Margarita,CA,92688,5555,33.594169,-117.627020,06059,787-281-38,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",549870,2023,2565.0000000,SF,395000,1997,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
145,3452337688,56 Acorn Rdg,,Rancho Santa Margarita,CA,92688,5555,33.593805,-117.627116,06059,787-281-41,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",768855,2023,4672.0000000,SF,593000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
146,1733948258,9 Wild Lilac Ln,,Rancho Santa Margarita,CA,92688,5562,33.593507,-117.626793,06059,787-281-44,060590320534003,060590320534003,"SINGLE FAMILY RESIDENTIAL",273173,2023,2852.0000000,SF,178000,1997,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
147,5221071868,22 Tanglewood Ln,,Rancho Santa Margarita,CA,92688,5522,33.594233,-117.626449,06059,787-281-65,060590320534015,060590320534015,"SINGLE FAMILY RESIDENTIAL",290060,2023,2576.0000000,SF,189000,1997,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
148,2106900092,24 Tanglewood Ln,,Rancho Santa Margarita,CA,92688,5522,33.594109,-117.626475,06059,787-281-66,060590320534015,060590320534015,"SINGLE FAMILY RESIDENTIAL",768855,2023,2640.0000000,SF,625000,1997,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
149,4078647791,23 Silkwood Ln,,Rancho Santa Margarita,CA,92688,5512,33.594195,-117.626249,06059,787-281-69,060590320534015,060590320534015,"SINGLE FAMILY RESIDENTIAL",751613,2023,2640.0000000,SF,561000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
150,5082498990,30055 Comercio,,Rancho Santa Margarita,CA,92688,2106,33.634735,-117.605674,06059,805-043-11,060590320531019,060590320531019,"IND, MISC USES",2928141,2023,30729.0000000,SF,2151000,,0,0,.00,0,,0,0,,0,N,,N,,,,,N,0,,,N,N
151,9484994572,30211 Avenida De Las Bandera,,Rancho Santa Margarita,CA,92688,2147,33.635360,-117.603343,06059,805-043-27,060590320531019,060590320531019,"MISC COMM USES",6463285,2023,1.8980000,AC,4675000,,0,0,.00,0,,0,0,,0,N,,N,,,,,N,0,,,N,N
152,3215359678,22566 Avenida Empresa,,Rancho Santa Margarita,CA,92688,2002,33.634938,-117.606021,06059,805-043-37,060590320531019,060590320531019,"IND, MISC USES",699804,2023,11644.0000000,SF,480000,,0,0,.00,0,,0,0,,0,N,,N,,,,,N,0,,,N,N
153,2646031277,29782 Avenida De Las Bandera,,Rancho Santa Margarita,CA,92688,2615,33.627127,-117.609965,06059,805-062-18,060590320531027,060590320531027,"IND, MISC USES",1122452,2023,12153.0000000,SF,775000,,0,0,.00,0,,0,0,,0,N,,N,,,,,N,0,,,N,N
154,1056766448,22982 Arroyo Vis,,Rancho Santa Margarita,CA,92688,2600,33.628399,-117.606812,06059,805-063-02,060590320531030,060590320531030,"INDUSTRIAL",5915996,2023,2.7390001,AC,3969500,,0,0,.00,0,,0,0,,0,N,,N,,,,,N,0,,,N,N
155,3628233132,6 San Bonifacio,,Rancho Santa Margarita,CA,92688,2560,33.642410,-117.623408,06059,805-121-05,060590320343001,060590320343001,"SINGLE FAMILY RESIDENTIAL",365776,2023,4930.0000000,SF,211000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
156,8357794979,8 San Sebastian,,Rancho Santa Margarita,CA,92688,2513,33.642150,-117.624073,06059,805-122-04,060590320343003,060590320343003,"SINGLE FAMILY RESIDENTIAL",511168,2023,6560.0000000,SF,360000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
157,7396733379,3 San Sebastian,,Rancho Santa Margarita,CA,92688,2505,33.642807,-117.624139,06059,805-123-05,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",837361,2023,11550.0000000,SF,625000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
158,2330282279,7 San Sebastian,,Rancho Santa Margarita,CA,92688,2505,33.642503,-117.624402,06059,805-123-07,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",418456,2023,9750.0000000,SF,264000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
159,3599264312,17 San Sebastian,,Rancho Santa Margarita,CA,92688,2515,33.641606,-117.624740,06059,805-131-02,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",419260,2023,7344.0000000,SF,262500,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
160,5234858574,29 San Sebastian,,Rancho Santa Margarita,CA,92688,2515,33.640599,-117.624233,06059,805-131-08,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",818190,2023,12375.0000000,SF,795000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
161,8075784887,26 San Sebastian,,Rancho Santa Margarita,CA,92688,2513,33.641019,-117.623963,06059,805-132-05,060590320343003,060590320343003,"SINGLE FAMILY RESIDENTIAL",403822,2023,5200.0000000,SF,268000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
162,2500403328,32 San Sebastian,,Rancho Santa Margarita,CA,92688,2507,33.640522,-117.623710,06059,805-132-08,060590320343003,060590320343003,"SINGLE FAMILY RESIDENTIAL",821916,2023,5280.0000000,SF,665000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
163,1622734637,13 San Bonifacio,,Rancho Santa Margarita,CA,92688,2525,33.641735,-117.623752,06059,805-132-13,060590320343003,060590320343003,"SINGLE FAMILY RESIDENTIAL",472962,2023,9750.0000000,SF,320000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
164,9089208819,12 San Bonifacio,,Rancho Santa Margarita,CA,92688,2520,33.641915,-117.623254,06059,805-133-02,060590320343001,060590320343001,"SINGLE FAMILY RESIDENTIAL",354365,2023,6460.0000000,SF,231000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
165,2428478548,20 San Bonifacio,,Rancho Santa Margarita,CA,92688,2520,33.641258,-117.623055,06059,805-133-06,060590320343001,060590320343001,"SINGLE FAMILY RESIDENTIAL",424369,2023,5015.0000000,SF,240000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
166,8127652635,30 San Bonifacio,,Rancho Santa Margarita,CA,92688,2534,33.640497,-117.622665,06059,805-133-11,060590320343001,060590320343001,"SINGLE FAMILY RESIDENTIAL",403646,2023,4800.0000000,SF,227500,1990,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
167,6169262933,34 San Bonifacio,,Rancho Santa Margarita,CA,92688,2534,33.640361,-117.622549,06059,805-133-12,060590320343001,060590320343001,"SINGLE FAMILY RESIDENTIAL",324036,2023,5760.0000000,SF,207000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
168,7397414167,38 San Bonifacio,,Rancho Santa Margarita,CA,92688,2534,33.640078,-117.622328,06059,805-133-14,060590320343001,060590320343001,"SINGLE FAMILY RESIDENTIAL",524444,2023,6300.0000000,SF,360000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
169,5450385332,37 San Sebastian,,Rancho Santa Margarita,CA,92688,2506,33.639982,-117.624189,06059,805-141-01,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",415490,2023,7680.0000000,SF,267500,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
170,3436224930,55 San Sebastian,,Rancho Santa Margarita,CA,92688,2516,33.639268,-117.625334,06059,805-141-09,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",411242,2023,8640.0000000,SF,247000,1990,0,3,2.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
171,5920219030,67 San Sebastian,,Rancho Santa Margarita,CA,92688,2527,33.639473,-117.626401,06059,805-141-15,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",376646,2023,7500.0000000,SF,245500,1990,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
172,8230838022,3 San Simon,,Rancho Santa Margarita,CA,92688,2533,33.639073,-117.627419,06059,805-141-30,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",418349,2023,8400.0000000,SF,265000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
173,2519731604,5 San Simon,,Rancho Santa Margarita,CA,92688,2533,33.638948,-117.627430,06059,805-141-31,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",544556,2023,7200.0000000,SF,350000,1990,0,3,2.00,1,,0,0,,0,N,,N,,,,,N,0,,,N,N
174,4365117135,7 San Simon,,Rancho Santa Margarita,CA,92688,2533,33.638776,-117.627388,06059,805-141-32,060590320343000,060590320343000,"SINGLE FAMILY RESIDENTIAL",392953,2023,5500.0000000,SF,266000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
