RecordId,MAK,PropertyAddress,Suite,ZipCodePlus4,Latitude,Longitude,APN,CensusKey,CountyLandUseDescription,TotalAssessedValue,LotSizeOrArea,SalesPriceFromAssessment,YearBuilt,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths,GarageTypeParking,GarageParkingNumberOfCars,PoolType
133,1274951703,26 Silkwood Ln,,5513,33.593993,-117.626,787-211-48,60590320534003,SINGLE FAMILY RESIDENTIAL,494184,2520.0,355000,1996,3,2.0,1,Type Not Specified,2,No Pool
134,3357723029,11 Silkwood Ln,,5512,33.594796,-117.62603,787-261-01,60590320534015,SINGLE FAMILY RESIDENTIAL,434490,2576.0,299500,1995,3,2.0,1,Type Not Specified,2,No Pool
135,5917757152,19 Acorn Rdg,,5508,33.595688,-117.626061,787-261-09,60590320534002,SINGLE FAMILY RESIDENTIAL,786542,2576.0,710000,1995,3,2.0,1,Type Not Specified,2,No Pool
136,3805141899,17 Willowbrook Ln,,5514,33.594951,-117.625396,787-261-28,60590320534003,SINGLE FAMILY RESIDENTIAL,328480,2622.0,218000,1996,3,2.0,1,Type Not Specified,2,No Pool
137,3251997101,10 Acorn Rdg,,5509,33.595505,-117.625505,787-261-33,60590320534003,SINGLE FAMILY RESIDENTIAL,786542,2500.0,644000,1995,3,2.0,1,Type Not Specified,2,No Pool
138,7437773751,4 Silkwood Ln,,5513,33.595203,-117.625564,787-261-35,60590320534003,SINGLE FAMILY RESIDENTIAL,716780,3264.0,535000,1995,3,2.0,1,Type Not Specified,2,No Pool
139,4464641408,51 Acorn Rdg,,5508,33.594198,-117.62733,787-281-13,60590320534002,SINGLE FAMILY RESIDENTIAL,622953,2576.0,447500,1997,3,2.0,1,Type Not Specified,2,No Pool
140,9207781042,49 Acorn Rdg,,5508,33.594319,-117.627295,787-281-14,60590320534002,SINGLE FAMILY RESIDENTIAL,768855,2576.0,600000,1997,3,2.0,1,Type Not Specified,2,No Pool
141,1307520271,39 Acorn Rdg,,5508,33.59493,-117.627092,787-281-19,60590320534002,SINGLE FAMILY RESIDENTIAL,451871,2576.0,312000,1996,3,2.0,1,Type Not Specified,2,No Pool
142,5211143510,37 Acorn Rdg,,5508,33.595053,-117.627046,787-281-20,60590320534002,SINGLE FAMILY RESIDENTIAL,401176,2576.0,277000,1996,3,2.0,1,Type Not Specified,2,No Pool
143,6898604967,36 Acorn Rdg,,5510,33.595044,-117.62673,787-281-32,60590320534004,SINGLE FAMILY RESIDENTIAL,795906,2852.0,645000,1996,3,2.0,1,Type Not Specified,2,No Pool
144,9599895170,50 Acorn Rdg,,5555,33.594169,-117.62702,787-281-38,60590320534003,SINGLE FAMILY RESIDENTIAL,549870,2565.0,395000,1997,3,2.0,1,Type Not Specified,2,No Pool
145,3452337688,56 Acorn Rdg,,5555,33.593805,-117.627116,787-281-41,60590320534003,SINGLE FAMILY RESIDENTIAL,768855,4672.0,593000,1996,3,2.0,1,Type Not Specified,2,No Pool
146,1733948258,9 Wild Lilac Ln,,5562,33.593507,-117.626793,787-281-44,60590320534003,SINGLE FAMILY RESIDENTIAL,273173,2852.0,178000,1997,3,2.0,1,Type Not Specified,2,No Pool
147,5221071868,22 Tanglewood Ln,,5522,33.594233,-117.626449,787-281-65,60590320534015,SINGLE FAMILY RESIDENTIAL,290060,2576.0,189000,1997,3,2.0,1,Type Not Specified,2,No Pool
148,2106900092,24 Tanglewood Ln,,5522,33.594109,-117.626475,787-281-66,60590320534015,SINGLE FAMILY RESIDENTIAL,768855,2640.0,625000,1997,3,2.0,1,Type Not Specified,2,No Pool
149,4078647791,23 Silkwood Ln,,5512,33.594195,-117.626249,787-281-69,60590320534015,SINGLE FAMILY RESIDENTIAL,751613,2640.0,561000,1996,3,2.0,1,Type Not Specified,2,No Pool
150,5082498990,30055 Comercio,,2106,33.634735,-117.605674,805-043-11,60590320531019,"IND, MISC USES",2928141,30729.0,2151000,1990,0,0.0,0,Unknown,0,No Pool
151,9484994572,30211 Avenida De Las Bandera,,2147,33.63536,-117.603343,805-043-27,60590320531019,MISC COMM USES,6463285,1.898,4675000,1990,0,0.0,0,Unknown,0,No Pool
152,3215359678,22566 Avenida Empresa,,2002,33.634938,-117.606021,805-043-37,60590320531019,"IND, MISC USES",699804,11644.0,480000,1990,0,0.0,0,Unknown,0,No Pool
153,2646031277,29782 Avenida De Las Bandera,,2615,33.627127,-117.609965,805-062-18,60590320531027,"IND, MISC USES",1122452,12153.0,775000,1990,0,0.0,0,Unknown,0,No Pool
154,1056766448,22982 Arroyo Vis,,2600,33.628399,-117.606812,805-063-02,60590320531030,INDUSTRIAL,5915996,2.7390001,3969500,1990,0,0.0,0,Unknown,0,No Pool
155,3628233132,6 San Bonifacio,,2560,33.64241,-117.623408,805-121-05,60590320343001,SINGLE FAMILY RESIDENTIAL,365776,4930.0,211000,1989,3,2.0,1,Type Not Specified,2,No Pool
156,8357794979,8 San Sebastian,,2513,33.64215,-117.624073,805-122-04,60590320343003,SINGLE FAMILY RESIDENTIAL,511168,6560.0,360000,1990,4,2.0,1,Type Not Specified,2,No Pool
157,7396733379,3 San Sebastian,,2505,33.642807,-117.624139,805-123-05,60590320343000,SINGLE FAMILY RESIDENTIAL,837361,11550.0,625000,1990,4,2.0,1,Type Not Specified,2,No Pool
158,2330282279,7 San Sebastian,,2505,33.642503,-117.624402,805-123-07,60590320343000,SINGLE FAMILY RESIDENTIAL,418456,9750.0,264000,1990,4,2.0,1,Type Not Specified,2,No Pool
159,3599264312,17 San Sebastian,,2515,33.641606,-117.62474,805-131-02,60590320343000,SINGLE FAMILY RESIDENTIAL,419260,7344.0,262500,1990,4,2.0,1,Type Not Specified,2,No Pool
160,5234858574,29 San Sebastian,,2515,33.640599,-117.624233,805-131-08,60590320343000,SINGLE FAMILY RESIDENTIAL,818190,12375.0,795000,1990,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
161,8075784887,26 San Sebastian,,2513,33.641019,-117.623963,805-132-05,60590320343003,SINGLE FAMILY RESIDENTIAL,403822,5200.0,268000,1990,4,2.0,1,Type Not Specified,2,No Pool
162,2500403328,32 San Sebastian,,2507,33.640522,-117.62371,805-132-08,60590320343003,SINGLE FAMILY RESIDENTIAL,821916,5280.0,665000,1990,4,2.0,1,Type Not Specified,2,No Pool
163,1622734637,13 San Bonifacio,,2525,33.641735,-117.623752,805-132-13,60590320343003,SINGLE FAMILY RESIDENTIAL,472962,9750.0,320000,1990,4,2.0,1,Type Not Specified,2,No Pool
164,9089208819,12 San Bonifacio,,2520,33.641915,-117.623254,805-133-02,60590320343001,SINGLE FAMILY RESIDENTIAL,354365,6460.0,231000,1990,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
165,2428478548,20 San Bonifacio,,2520,33.641258,-117.623055,805-133-06,60590320343001,SINGLE FAMILY RESIDENTIAL,424369,5015.0,240000,1990,4,2.0,1,Type Not Specified,2,No Pool
166,8127652635,30 San Bonifacio,,2534,33.640497,-117.622665,805-133-11,60590320343001,SINGLE FAMILY RESIDENTIAL,403646,4800.0,227500,1990,3,2.0,1,Type Not Specified,2,No Pool
167,6169262933,34 San Bonifacio,,2534,33.640361,-117.622549,805-133-12,60590320343001,SINGLE FAMILY RESIDENTIAL,324036,5760.0,207000,1990,4,2.0,1,Type Not Specified,2,No Pool
168,7397414167,38 San Bonifacio,,2534,33.640078,-117.622328,805-133-14,60590320343001,SINGLE FAMILY RESIDENTIAL,524444,6300.0,360000,1990,4,2.0,1,Type Not Specified,2,No Pool
169,5450385332,37 San Sebastian,,2506,33.639982,-117.624189,805-141-01,60590320343000,SINGLE FAMILY RESIDENTIAL,415490,7680.0,267500,1990,4,2.0,1,Type Not Specified,2,No Pool
170,3436224930,55 San Sebastian,,2516,33.639268,-117.625334,805-141-09,60590320343000,SINGLE FAMILY RESIDENTIAL,411242,8640.0,247000,1990,3,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
171,5920219030,67 San Sebastian,,2527,33.639473,-117.626401,805-141-15,60590320343000,SINGLE FAMILY RESIDENTIAL,376646,7500.0,245500,1990,3,2.0,1,Type Not Specified,2,No Pool
172,8230838022,3 San Simon,,2533,33.639073,-117.627419,805-141-30,60590320343000,SINGLE FAMILY RESIDENTIAL,418349,8400.0,265000,1990,4,2.0,1,Type Not Specified,2,No Pool
173,2519731604,5 San Simon,,2533,33.638948,-117.62743,805-141-31,60590320343000,SINGLE FAMILY RESIDENTIAL,544556,7200.0,350000,1990,3,2.0,1,Unknown,0,No Pool
174,4365117135,7 San Simon,,2533,33.638776,-117.627388,805-141-32,60590320343000,SINGLE FAMILY RESIDENTIAL,392953,5500.0,266000,1990,4,2.0,1,Type Not Specified,2,No Pool
175,6145794885,19 San Simon,,2533,33.637912,-117.626893,805-141-38,60590320343000,SINGLE FAMILY RESIDENTIAL,292995,6435.0,183500,1990,4,2.0,1,Unknown,0,No Pool
176,3319388073,22 San Simon,,2532,33.637876,-117.626315,805-141-40,60590320343000,SINGLE FAMILY RESIDENTIAL,406708,6000.0,272000,1990,4,2.0,1,Type Not Specified,2,No Pool
177,3181405803,6 San Simon,,2532,33.638867,-117.626956,805-141-47,60590320343000,SINGLE FAMILY RESIDENTIAL,389025,5100.0,242000,1990,4,2.0,1,Type Not Specified,2,No Pool
178,7482481989,4 San Simon,,2532,33.639057,-117.626961,805-141-48,60590320343000,SINGLE FAMILY RESIDENTIAL,341592,5280.0,205000,1990,4,2.0,1,Unknown,0,No Pool
179,5870681680,2 San Simon,,2532,33.639239,-117.626937,805-141-49,60590320343000,SINGLE FAMILY RESIDENTIAL,356874,5850.0,194000,1990,3,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
180,2873481995,9 San Ambrosio,,2526,33.638584,-117.626446,805-141-54,60590320343000,SINGLE FAMILY RESIDENTIAL,395959,8400.0,255000,1990,4,2.0,1,Type Not Specified,2,No Pool
181,6941247721,96 San Bonifacio,,2537,33.638255,-117.625913,805-141-61,60590320343000,SINGLE FAMILY RESIDENTIAL,376176,7800.0,217000,1990,4,2.0,1,Type Not Specified,2,No Pool
182,4097592649,19 Santa Catalina,,2530,33.639096,-117.623681,805-142-13,60590320343003,SINGLE FAMILY RESIDENTIAL,460500,6780.0,276000,1990,4,2.0,1,Type Not Specified,2,No Pool
183,7503051846,10 Santa Catalina,,2529,33.63848,-117.624253,805-142-19,60590320343003,SINGLE FAMILY RESIDENTIAL,856394,4420.0,705000,1990,4,2.0,1,Type Not Specified,2,No Pool
184,2065665349,2 Santa Catalina,,2529,33.638399,-117.624926,805-142-23,60590320343003,SINGLE FAMILY RESIDENTIAL,796668,5400.0,670000,1990,3,2.0,1,Type Not Specified,2,No Pool
185,3030251425,3 Santa Catalina,,2529,33.638691,-117.625,805-142-25,60590320343003,SINGLE FAMILY RESIDENTIAL,709959,6500.0,510000,1990,3,3.0,0,Type Not Specified,2,No Pool
186,9707765611,103 San Bonifacio,,2538,33.638917,-117.625507,805-142-31,60590320343003,SINGLE FAMILY RESIDENTIAL,496970,6175.0,350000,1990,4,2.0,1,Type Not Specified,2,No Pool
187,7547612163,10 San Timoteo,,2510,33.637915,-117.621599,805-151-06,60590320343002,SINGLE FAMILY RESIDENTIAL,345309,4293.0,225000,1989,3,2.0,1,Type Not Specified,2,No Pool
188,5303590668,16 San Timoteo,,2510,33.63755,-117.621878,805-151-09,60590320343002,SINGLE FAMILY RESIDENTIAL,819945,4400.0,600000,1989,4,2.0,1,Type Not Specified,2,No Pool
189,6276667553,18 San Timoteo,,2510,33.63746,-117.622009,805-151-10,60590320343002,SINGLE FAMILY RESIDENTIAL,994622,4576.0,800000,1989,3,3.0,0,Type Not Specified,2,No Pool
190,4623069430,22 San Timoteo,,2510,33.637241,-117.622258,805-151-12,60590320343002,SINGLE FAMILY RESIDENTIAL,489869,5850.0,345000,1989,3,2.0,1,Type Not Specified,2,No Pool
191,8904638091,11 San Anselmo,,2503,33.638851,-117.621485,805-152-03,60590320343001,SINGLE FAMILY RESIDENTIAL,379077,6250.0,247000,1989,3,3.0,0,Type Not Specified,2,No Pool
192,2997857758,8 San Nicholas,,2508,33.638449,-117.621927,805-152-12,60590320343001,SINGLE FAMILY RESIDENTIAL,855996,6000.0,615000,1990,3,3.0,0,Type Not Specified,3,Pool w/Hot Tub/Spa
193,2979307490,18 San Nicholas,,2508,33.637844,-117.622416,805-152-17,60590320343001,SINGLE FAMILY RESIDENTIAL,360018,4968.0,223000,1990,3,3.0,0,Type Not Specified,2,Spa/Hot Tub (only)
194,8920339628,22 San Nicholas,,2508,33.637641,-117.622655,805-152-19,60590320343001,SINGLE FAMILY RESIDENTIAL,482548,4200.0,283000,1990,4,2.0,1,Type Not Specified,2,No Pool
195,8561932276,70 San Bonifacio,,2523,33.637843,-117.623521,805-152-22,60590320343001,SINGLE FAMILY RESIDENTIAL,542262,10400.0,359000,1990,4,2.0,1,Type Not Specified,2,No Pool
196,7780507226,54 San Bonifacio,,2522,33.638928,-117.622843,805-152-30,60590320343001,SINGLE FAMILY RESIDENTIAL,415910,4860.0,271000,1990,3,3.0,0,Type Not Specified,2,No Pool
197,6510502334,46 San Bonifacio,,2521,33.639524,-117.62273,805-152-34,60590320343001,SINGLE FAMILY RESIDENTIAL,379076,4980.0,247000,1990,4,2.0,1,Type Not Specified,2,No Pool
198,2763467896,42 San Bonifacio,,2521,33.639788,-117.622532,805-152-36,60590320343001,SINGLE FAMILY RESIDENTIAL,463361,7350.0,273000,1990,3,3.0,0,Type Not Specified,2,No Pool
199,4555511962,8 San Anselmo,,2504,33.639325,-117.621305,805-161-04,60590320343001,SINGLE FAMILY RESIDENTIAL,945724,4750.0,720000,1989,3,3.0,0,Type Not Specified,2,No Pool
200,3790489973,16 San Anselmo,,2504,33.638859,-117.620939,805-161-08,60590320343001,SINGLE FAMILY RESIDENTIAL,1003495,4420.0,749000,1989,3,3.0,0,Type Not Specified,2,No Pool
201,9185006464,2 San Mateo,,2500,33.638361,-117.620198,805-161-13,60590320343001,SINGLE FAMILY RESIDENTIAL,382356,5700.0,217500,1989,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
202,4020088698,4 San Mateo,,2500,33.638155,-117.62029,805-161-14,60590320343001,SINGLE FAMILY RESIDENTIAL,638854,5700.0,420000,1989,3,3.0,0,Type Not Specified,3,Pool w/Hot Tub/Spa
203,4475600405,10 San Mateo,,2500,33.63802,-117.620765,805-161-17,60590320343001,SINGLE FAMILY RESIDENTIAL,1028319,4420.0,730000,1989,3,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
204,2801581009,6 San Tomas,,2502,33.637377,-117.620391,805-161-31,60590320343001,SINGLE FAMILY RESIDENTIAL,517397,5100.0,283000,1989,3,3.0,0,Type Not Specified,3,Spa/Hot Tub (only)
205,5048931731,8 San Tomas,,2502,33.637253,-117.620464,805-161-32,60590320343001,SINGLE FAMILY RESIDENTIAL,442739,5096.0,260500,1989,3,3.0,0,Type Not Specified,2,No Pool
206,9036313401,12 San Tomas,,2502,33.637013,-117.620664,805-161-34,60590320343001,SINGLE FAMILY RESIDENTIAL,806543,4368.0,602000,1989,3,2.0,1,Type Not Specified,2,No Pool
207,3010406097,14 San Tomas,,2502,33.636895,-117.620766,805-161-35,60590320343001,SINGLE FAMILY RESIDENTIAL,406193,4524.0,239000,1992,3,3.0,0,Type Not Specified,2,No Pool
208,1850577901,20 San Tomas,,2502,33.636589,-117.621116,805-161-38,60590320343001,SINGLE FAMILY RESIDENTIAL,363719,4648.0,214500,1992,3,2.0,1,Type Not Specified,2,No Pool
209,8022992415,22 San Julian,,2528,33.636094,-117.624331,805-171-13,60590320343004,SINGLE FAMILY RESIDENTIAL,587249,7000.0,316000,1990,3,3.0,0,Type Not Specified,3,No Pool
210,6000731396,42 San Mateo,,2501,33.635939,-117.622644,805-172-06,60590320343004,SINGLE FAMILY RESIDENTIAL,502573,6300.0,274000,1990,3,3.0,0,Type Not Specified,2,No Pool
211,8730039144,46 San Mateo,,2501,33.635791,-117.622989,805-172-08,60590320343004,SINGLE FAMILY RESIDENTIAL,444432,4940.0,246500,1990,4,2.0,1,Type Not Specified,2,Spa/Hot Tub (only)
212,6750473655,6 San Patricio,,2550,33.637379,-117.625082,805-181-06,60590320343004,SINGLE FAMILY RESIDENTIAL,651741,5985.0,459000,1990,3,3.0,0,Type Not Specified,3,No Pool
213,8982592515,16 San Patricio,,2550,33.636593,-117.625119,805-181-11,60590320343004,SINGLE FAMILY RESIDENTIAL,399795,4785.0,260500,1990,3,2.0,1,Type Not Specified,2,No Pool
214,8971652105,18 San Patricio,,2550,33.636462,-117.625127,805-181-12,60590320343004,SINGLE FAMILY RESIDENTIAL,352214,4840.0,225000,1990,3,3.0,0,Type Not Specified,2,No Pool
215,6453000734,20 San Patricio,,2550,33.636309,-117.625113,805-181-13,60590320343004,SINGLE FAMILY RESIDENTIAL,436857,4959.0,252000,1990,4,2.0,1,Type Not Specified,2,No Pool
216,6748620641,28 San Patricio,,2551,33.635651,-117.62508,805-181-17,60590320343004,SINGLE FAMILY RESIDENTIAL,513125,6600.0,278000,1990,3,3.0,0,Type Not Specified,3,Pool w/Hot Tub/Spa
217,4288628773,21 San Patricio,,2540,33.636252,-117.625578,805-182-13,60590320343000,SINGLE FAMILY RESIDENTIAL,393550,7475.0,221000,1990,4,2.0,1,Type Not Specified,2,No Pool
218,5100252127,16 San Ricardo,,2543,33.636709,-117.625996,805-182-17,60590320343000,SINGLE FAMILY RESIDENTIAL,384091,4320.0,260000,1990,3,2.0,1,Type Not Specified,2,No Pool
219,5288447331,12 San Ricardo,,2543,33.637008,-117.626049,805-182-19,60590320343000,SINGLE FAMILY RESIDENTIAL,421752,4320.0,290000,1990,4,2.0,1,Type Not Specified,2,No Pool
220,8427586840,6 San Ricardo,,2543,33.637455,-117.626165,805-182-22,60590320343000,SINGLE FAMILY RESIDENTIAL,803333,4264.0,735000,1990,4,2.0,1,Type Not Specified,2,No Pool
221,7760570138,5 San Ricardo,,2542,33.637361,-117.626705,805-182-27,60590320343000,SINGLE FAMILY RESIDENTIAL,310388,5500.0,190000,1990,3,2.0,1,Type Not Specified,2,No Pool
222,5634962753,9 San Ricardo,,2542,33.637086,-117.626526,805-182-29,60590320343000,SINGLE FAMILY RESIDENTIAL,818794,5900.0,677000,1990,4,2.0,1,Type Not Specified,2,No Pool
223,2070442971,11 San Ricardo,,2542,33.636928,-117.62649,805-182-30,60590320343000,SINGLE FAMILY RESIDENTIAL,391666,5270.0,226000,1990,4,2.0,1,Type Not Specified,2,No Pool
224,4665327194,17 San Ricardo,,2542,33.636614,-117.626446,805-182-32,60590320343000,SINGLE FAMILY RESIDENTIAL,423934,4950.0,219000,1990,4,2.0,1,Type Not Specified,2,No Pool
225,8436709690,19 San Ricardo,,2542,33.636467,-117.626415,805-182-33,60590320343000,SINGLE FAMILY RESIDENTIAL,317683,5060.0,207000,1990,4,2.0,1,Type Not Specified,2,No Pool
226,8762001471,21 San Ricardo,,2542,33.636317,-117.626404,805-182-34,60590320343000,SINGLE FAMILY RESIDENTIAL,357893,5035.0,206500,1990,4,2.0,1,Type Not Specified,2,No Pool
227,5798687289,6 San Pedro,,2541,33.635806,-117.62598,805-182-40,60590320343000,SINGLE FAMILY RESIDENTIAL,398720,4420.0,230000,1990,4,2.0,1,Type Not Specified,2,No Pool
228,6432756066,33 San Patricio,,2509,33.635487,-117.625737,805-191-01,60590320343000,SINGLE FAMILY RESIDENTIAL,426776,12000.0,215000,1990,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
229,3189027416,37 San Patricio,,2509,33.635387,-117.625908,805-191-02,60590320343000,SINGLE FAMILY RESIDENTIAL,355556,9100.0,204000,1990,3,2.0,1,Type Not Specified,2,No Pool
230,9134965434,4 San Ignacio,,2559,33.633979,-117.625576,805-191-10,60590320343000,SINGLE FAMILY RESIDENTIAL,424724,5229.0,245000,1990,3,3.0,0,Type Not Specified,2,No Pool
231,8645348063,46 Santa Teresa,,2548,33.632865,-117.625975,805-191-19,60590320343000,SINGLE FAMILY RESIDENTIAL,438363,9100.0,256500,1990,3,3.0,0,Type Not Specified,3,Pool w/Hot Tub/Spa
232,8514470267,42 Santa Teresa,,2548,33.633045,-117.625593,805-191-21,60590320343000,SINGLE FAMILY RESIDENTIAL,427793,4940.0,230000,1990,3,3.0,0,Type Not Specified,2,Spa/Hot Tub (only)
233,1559319042,36 Santa Teresa,,2548,33.633332,-117.625119,805-191-24,60590320343000,SINGLE FAMILY RESIDENTIAL,416580,5100.0,240500,1990,3,3.0,0,Type Not Specified,2,No Pool
234,9167193542,24 Santa Cecelia,,2553,33.634655,-117.625344,805-201-01,60590320343004,SINGLE FAMILY RESIDENTIAL,563548,9000.0,374000,1990,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
235,6546225063,10 Santa Cecelia,,2552,33.635257,-117.62443,805-201-08,60590320343004,SINGLE FAMILY RESIDENTIAL,414373,5500.0,270000,1990,4,2.0,1,Type Not Specified,2,No Pool
236,1158903602,4 Santa Cecelia,,2552,33.635686,-117.624308,805-201-11,60590320343004,SINGLE FAMILY RESIDENTIAL,351274,4400.0,220000,1990,3,2.0,1,Type Not Specified,2,No Pool
237,5024639683,2 Santa Cruz,,2544,33.635881,-117.623736,805-201-14,60590320343004,SINGLE FAMILY RESIDENTIAL,425528,8040.0,266500,1990,3,3.0,0,Type Not Specified,3,No Pool
238,6469918435,10 Santa Cruz,,2544,33.635291,-117.623732,805-201-18,60590320343004,SINGLE FAMILY RESIDENTIAL,414370,4565.0,275000,1990,3,2.0,1,Type Not Specified,2,No Pool
239,2577129787,18 Santa Cruz,,2544,33.634772,-117.623962,805-201-22,60590320343004,SINGLE FAMILY RESIDENTIAL,377596,5500.0,258000,1990,3,3.0,0,Type Not Specified,2,No Pool
240,6505643707,34 San Tomas,,2536,33.63562,-117.622102,805-201-30,60590320343004,SINGLE FAMILY RESIDENTIAL,495882,5320.0,277500,1990,3,3.0,0,Type Not Specified,3,No Pool
241,5288158952,36 San Tomas,,2536,33.635514,-117.622235,805-201-31,60590320343004,SINGLE FAMILY RESIDENTIAL,382775,4940.0,228000,1990,4,2.0,1,Type Not Specified,2,No Pool
242,9971728102,12 Santa Teresa,,2546,33.634585,-117.623396,805-201-40,60590320343004,SINGLE FAMILY RESIDENTIAL,331866,4000.0,212000,1990,3,3.0,0,Type Not Specified,2,No Pool
243,6963133733,28 Santa Teresa,,2547,33.633824,-117.624351,805-201-48,60590320343004,SINGLE FAMILY RESIDENTIAL,491931,5500.0,333000,1990,3,3.0,0,Type Not Specified,3,No Pool
244,2873721571,30111 Tomas,,2125,33.639083,-117.604626,805-222-03,60590320531000,INDUSTRIAL,4468497,1.544,3043000,1990,0,0.0,0,Unknown,0,No Pool
245,7399091069,23331 Antonio Pkwy,,2664,33.623702,-117.609199,805-231-16,60590320531033,"IND, MISC USES",4689263,1.304,1750000,1990,0,0.0,0,Unknown,0,No Pool
246,2950468047,23251 Antonio Pkwy,,2653,33.625005,-117.608181,805-231-19,60590320531033,"IND, MISC USES",5969625,1.353,4525000,1990,0,0.0,0,Unknown,0,No Pool
247,1817564624,23286 Arroyo Vis,,2610,33.624538,-117.609365,805-231-26,60590320531033,"IND, MISC USES",1010230,16799.0,695000,1990,0,0.0,0,Unknown,0,No Pool
248,6197905293,29734 Avenida De Las Bandera,,2615,33.626463,-117.610443,805-233-23,60590320531027,"IND, MISC USES",768189,13916.0,520000,1990,0,0.0,0,Unknown,0,No Pool
249,5846191637,29710 Avenida De Las Bandera,,2614,33.625203,-117.611005,805-233-24,60590320531037,INDUSTRIAL,592034,13573.0,1268000,1990,0,0.0,0,Unknown,0,No Pool
250,1356938966,23151 Camino Altazano,,2619,33.625846,-117.612912,805-241-05,60590320531007,COMMERCIAL,4013616,2.1059999,786500,1990,0,0.0,0,Unknown,0,No Pool
251,3801399443,30 Sendero,,3007,33.612439,-117.617325,805-262-10,60590320533016,SINGLE FAMILY RESIDENTIAL,455520,4000.0,268000,1990,3,3.0,0,Type Not Specified,2,No Pool
252,6946006874,16 Sendero,,3006,33.613389,-117.61708,805-262-17,60590320533016,SINGLE FAMILY RESIDENTIAL,437269,4420.0,296000,1990,4,2.0,1,Type Not Specified,2,No Pool
253,6341396504,12 Sendero,,3006,33.613606,-117.617008,805-262-18,60590320533016,SINGLE FAMILY RESIDENTIAL,445525,4368.0,257000,1990,3,3.0,0,Type Not Specified,2,No Pool
254,3198098852,19 Telura,,3024,33.614492,-117.61677,805-262-24,60590320533016,SINGLE FAMILY RESIDENTIAL,547010,6650.0,282500,1990,3,3.0,0,Type Not Specified,2,No Pool
255,8594799393,5 Telura,,3016,33.614669,-117.61799,805-262-31,60590320533016,SINGLE FAMILY RESIDENTIAL,113549,4200.0,266000,1990,3,2.0,1,Type Not Specified,2,No Pool
256,3382295414,11 Ganadero,,3014,33.614027,-117.617509,805-262-42,60590320533016,SINGLE FAMILY RESIDENTIAL,368330,5880.0,240000,1990,3,3.0,0,Type Not Specified,2,No Pool
257,2231978392,37 Sendero,,3012,33.611972,-117.617865,805-262-62,60590320533016,SINGLE FAMILY RESIDENTIAL,674462,4816.0,480000,1990,3,3.0,0,Type Not Specified,2,No Pool
258,4547503296,20 Via Mirage,,4927,33.614082,-117.621684,805-271-11,60590320532000,SINGLE FAMILY RESIDENTIAL,333367,3400.0,200864,1992,3,2.0,1,Type Not Specified,2,No Pool
259,5097656735,4 Via Mirage,,4930,33.614637,-117.621001,805-271-19,60590320532000,SINGLE FAMILY RESIDENTIAL,909309,2975.0,715000,1993,4,3.0,0,Type Not Specified,2,No Pool
